address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_for_two,reviews_list,cuisines_count,service_type,city_list,high_rated,cuisine_count,multi_cuisine
"Address_263, Bangalore",Resto_263,Yes,Yes,2.3,1130,080-5773013,MG Road,Quick Service Restaurant,Sushi,"Mexican, Italian, North Indian, Thai",400.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_369, Bangalore",Resto_369,No,Yes,2.3,1965,080-7800818,Whitefield,Cafe,Pasta,"Fast Food, North Indian, Desserts, Italian",600.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_835, Bangalore",Burger King,Yes,No,4.6,604,080-5589441,Marathahalli,Fine Dining,Salad,"Beverages, South Indian, Desserts, Mexican",1200.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_302, Bangalore",Leon Grill,Yes,Yes,2.7,2543,080-1381650,Jayanagar,Bar,Sushi,"North Indian, Thai, Chinese",1000.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_56, Bangalore",Resto_56,Yes,No,3.2,1000,080-7418028,MG Road,Pub,Burgers,"South Indian, Fast Food",400.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_989, Bangalore",Leon Grill,No,Yes,4.2,2634,080-5518560,JP Nagar,Fine Dining,Biryani,"North Indian, Mexican, South Indian, Thai, Beverages",800.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_546, Bangalore",Resto_546,Yes,No,3.2,1552,080-2977453,Jayanagar,Quick Service Restaurant,Dosa,Thai,800.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_690, Bangalore",Resto_690,No,Yes,3.5,837,080-8950226,JP Nagar,Pub,Biryani,"Continental, Desserts, Beverages, Chinese, South Indian",600.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_740, Bangalore",Resto_740,Yes,No,3.6,880,080-8654679,Marathahalli,Quick Service Restaurant,Biryani,"North Indian, Mexican, Chinese, Thai, Italian",800.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_695, Bangalore",Onesta,No,No,2.9,320,080-5203347,HSR Layout,Cafe,Pizza,"South Indian, Mexican, Desserts",2000.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_987, Bangalore",Resto_987,No,No,3.5,146,080-4288145,Marathahalli,Casual Dining,Pasta,"South Indian, Italian, Mexican",2000.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_348, Bangalore",Resto_348,Yes,No,4.0,278,080-6897466,Koramangala,Bakery,Burgers,Beverages,400.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_21, Bangalore",Leon Grill,No,Yes,4.7,1686,080-4731818,HSR Layout,Quick Service Restaurant,Burgers,"Chinese, Mexican",200.0,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_995, Bangalore",Onesta,Yes,Yes,4.4,1366,080-6160344,HSR Layout,Quick Service Restaurant,Pizza,Chinese,1200.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_113, Bangalore",KFC,No,No,4.1,255,080-6263895,Jayanagar,Pub,Pasta,"Beverages, Thai",2000.0,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_286, Bangalore",Resto_286,Yes,Yes,3.7,2829,080-6677780,Marathahalli,Fine Dining,Biryani,"South Indian, Thai, Chinese, Desserts, Mexican",2000.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_827, Bangalore",Resto_827,Yes,No,3.3,2710,080-6659210,Jayanagar,Cafe,Burgers,"South Indian, Italian, Chinese, North Indian, Beverages",2000.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_12, Bangalore",Nandhana Palace,Yes,Yes,3.3,1728,080-1247595,Jayanagar,Quick Service Restaurant,Pizza,"Italian, Chinese, Desserts, Mexican",2500.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_679, Bangalore",McDonald's,No,No,4.3,1741,080-6701595,MG Road,Quick Service Restaurant,Biryani,Continental,2000.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_322, Bangalore",Resto_322,No,Yes,2.6,2520,080-4562439,MG Road,Bakery,Biryani,Thai,1200.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_591, Bangalore",Resto_591,No,No,3.6,658,080-6431331,MG Road,Quick Service Restaurant,Sushi,"Mexican, North Indian, Italian, Beverages, Thai",3000.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_336, Bangalore",Empire Restaurant,Yes,Yes,2.8,2521,080-6109503,Marathahalli,Cafe,Steak,"Thai, Continental",3000.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_115, Bangalore",Resto_115,No,No,4.0,1555,080-2325893,MG Road,Bar,Sushi,"South Indian, Continental, North Indian",,Sample Review Text...,3,Cafes,Bengaluru,1,3,3+ Cuisines
"Address_328, Bangalore",Onesta,No,Yes,,180,080-4520626,Indiranagar,Quick Service Restaurant,Sushi,"North Indian, Chinese, Continental, Fast Food",3000.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_510, Bangalore",Burger King,No,No,2.6,1736,080-4378948,Jayanagar,Pub,Dosa,"Continental, Fast Food",3000.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_47, Bangalore",Resto_47,Yes,No,3.3,1139,080-2754894,Jayanagar,Pub,Pasta,"Desserts, Chinese, Fast Food, South Indian",1500.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_162, Bangalore",McDonald's,Yes,No,3.2,867,080-6766993,Marathahalli,Quick Service Restaurant,Biryani,"Continental, Thai, South Indian",,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_81, Bangalore",Empire Restaurant,No,Yes,3.4,617,080-3895058,Koramangala,Bakery,Biryani,Thai,400.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_990, Bangalore",McDonald's,No,No,3.0,1870,080-3951233,Koramangala,Casual Dining,Sushi,South Indian,,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_626, Bangalore",Resto_626,No,No,4.5,716,080-1689543,Whitefield,Fine Dining,Sushi,"Thai, Mexican, Beverages",1000.0,Sample Review Text...,3,Buffet,Bengaluru,1,3,3+ Cuisines
"Address_398, Bangalore",Burger King,No,No,3.3,500,080-9357316,Whitefield,Bakery,Biryani,"Italian, South Indian, North Indian, Desserts",200.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_901, Bangalore",Nandhana Palace,Yes,Yes,2.6,696,080-5772192,MG Road,Bar,Pasta,"Chinese, Continental, Beverages, Desserts",2500.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_215, Bangalore",Leon Grill,No,No,2.5,1652,080-3835093,Koramangala,Cafe,Pizza,"South Indian, Italian",200.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_416, Bangalore",Burger King,No,No,4.4,656,080-6482263,Whitefield,Pub,Salad,Thai,1500.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_586, Bangalore",McDonald's,No,Yes,3.5,1076,080-2766607,Koramangala,Pub,Dosa,Italian,2500.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_227, Bangalore",Nandhana Palace,Yes,Yes,4.4,1195,080-7865417,JP Nagar,Fine Dining,Pizza,North Indian,600.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_791, Bangalore",Onesta,Yes,Yes,2.3,2798,080-8467647,Jayanagar,Pub,Biryani,"Fast Food, South Indian, Desserts",600.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_945, Bangalore",Resto_945,Yes,Yes,3.7,1952,080-1712357,Whitefield,Bakery,Sushi,"Chinese, South Indian, Beverages, Mexican, Desserts",2500.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_146, Bangalore",Resto_146,Yes,No,3.8,1349,080-4369728,Marathahalli,Quick Service Restaurant,Salad,"Fast Food, South Indian, Continental, Beverages",,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_581, Bangalore",Resto_581,Yes,No,,1460,080-2633762,Whitefield,Bakery,Sushi,"Italian, Thai, Mexican, Beverages, South Indian",600.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_523, Bangalore",Onesta,Yes,No,2.6,586,080-9089445,Koramangala,Cafe,Burgers,"Chinese, Continental, Desserts, Fast Food",,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_19, Bangalore",Empire Restaurant,Yes,No,2.1,1366,080-2262382,Jayanagar,Fine Dining,Pasta,"South Indian, Desserts, Mexican",2500.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_183, Bangalore",Leon Grill,Yes,No,4.7,207,080-4602338,Jayanagar,Pub,Pasta,"Mexican, Desserts, North Indian, Italian",1500.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_735, Bangalore",Resto_735,No,No,2.1,866,080-3859007,Whitefield,Cafe,Sushi,"North Indian, Continental, Thai, Desserts, Beverages",2500.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_475, Bangalore",Empire Restaurant,No,No,3.8,1683,080-2699161,HSR Layout,Bar,Sushi,"Fast Food, North Indian, Desserts, Italian, Mexican",,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_486, Bangalore",KFC,No,Yes,4.6,2340,080-5950084,Jayanagar,Bar,Salad,"Continental, Beverages, Chinese",600.0,Sample Review Text...,3,Buffet,Bengaluru,1,3,3+ Cuisines
"Address_962, Bangalore",Empire Restaurant,Yes,No,4.6,362,080-4571088,Koramangala,Bakery,Pizza,"Desserts, Chinese",,Sample Review Text...,2,Dine-out,Bengaluru,1,2,1-2 Cuisines
"Address_704, Bangalore",Resto_704,No,No,2.5,816,080-7100417,Jayanagar,Quick Service Restaurant,Sushi,"Desserts, Continental, Chinese",2000.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_266, Bangalore",McDonald's,Yes,No,2.3,2759,080-4190481,JP Nagar,Casual Dining,Salad,"South Indian, Desserts, Thai, Fast Food, Chinese",3000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_116, Bangalore",Onesta,Yes,Yes,2.8,2302,080-1851702,Whitefield,Cafe,Burgers,Fast Food,3000.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_90, Bangalore",Onesta,Yes,Yes,3.4,2195,080-5035998,,Fine Dining,Steak,"Fast Food, Italian, South Indian, Desserts, Beverages",,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_163, Bangalore",Resto_163,No,Yes,4.5,1807,080-7047102,Marathahalli,Casual Dining,Dosa,"Italian, South Indian, Continental, Chinese",1000.0,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_516, Bangalore",Resto_516,No,No,3.5,2183,080-6777952,MG Road,Pub,Pasta,"Mexican, Chinese, Beverages",3000.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_805, Bangalore",Resto_805,Yes,Yes,,14,080-2240239,Koramangala,Bar,Biryani,"Fast Food, Chinese, Italian, Mexican",200.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_644, Bangalore",Resto_644,Yes,Yes,3.2,2238,080-8947918,Indiranagar,Quick Service Restaurant,Sushi,"Beverages, Desserts",800.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_103, Bangalore",Resto_103,No,Yes,3.8,382,080-1476028,Jayanagar,Pub,Pizza,"South Indian, Fast Food, Thai, Mexican, Continental",200.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_98, Bangalore",Resto_98,Yes,Yes,3.4,1585,080-3277144,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, Italian, Continental",2000.0,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_272, Bangalore",Resto_272,No,Yes,4.5,2117,080-2007243,JP Nagar,Bar,Burgers,"Continental, Fast Food, North Indian, Italian",400.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_508, Bangalore",Resto_508,Yes,No,2.8,97,080-5166421,HSR Layout,Bar,Burgers,"Thai, Italian, Beverages",2500.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_434, Bangalore",Resto_434,No,No,3.3,2745,080-5350628,Marathahalli,Pub,Pizza,"Thai, South Indian, Italian",600.0,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_763, Bangalore",Resto_763,No,No,3.3,2419,080-1574205,Whitefield,Bar,Steak,"Thai, Mexican",1200.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_110, Bangalore",Resto_110,No,Yes,,561,080-6344047,JP Nagar,Bar,Pasta,"Beverages, Desserts, South Indian, Continental",2500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_482, Bangalore",Resto_482,Yes,No,4.6,1386,080-8276581,HSR Layout,Quick Service Restaurant,Pizza,"Italian, Thai, Beverages, Desserts",600.0,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_279, Bangalore",Leon Grill,No,No,2.0,2014,080-1121097,Marathahalli,Quick Service Restaurant,Sushi,Mexican,1000.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_384, Bangalore",Pizza Hut,No,No,4.3,630,080-5106228,Whitefield,Quick Service Restaurant,Biryani,"Chinese, Continental, Mexican, Fast Food",,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_498, Bangalore",McDonald's,No,No,2.6,182,080-7699844,Marathahalli,Casual Dining,Burgers,Desserts,1500.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_358, Bangalore",Pizza Hut,Yes,No,4.4,261,080-7744585,Indiranagar,Casual Dining,Sushi,"Fast Food, Italian, Chinese, Mexican",800.0,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_138, Bangalore",Resto_138,Yes,No,4.5,2677,080-2387242,Koramangala,Casual Dining,Salad,"Mexican, Fast Food, Desserts, North Indian",200.0,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_299, Bangalore",Resto_299,No,No,3.7,368,080-1827302,HSR Layout,Bakery,Steak,"Mexican, South Indian, Beverages",1200.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_913, Bangalore",Empire Restaurant,Yes,Yes,4.3,1106,080-5669108,Jayanagar,Casual Dining,Pizza,"Thai, Chinese, Desserts, Continental",400.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_382, Bangalore",Onesta,No,No,4.3,1736,080-9813089,MG Road,Cafe,Sushi,"Fast Food, Chinese, South Indian, Beverages, Desserts",,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_864, Bangalore",Resto_864,Yes,No,3.6,2282,080-1666991,Whitefield,Bakery,Burgers,South Indian,3000.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_496, Bangalore",KFC,No,No,3.7,373,080-4012820,Whitefield,Fine Dining,Steak,"Thai, Continental, Mexican, Beverages",600.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_801, Bangalore",Resto_801,Yes,Yes,3.4,520,080-2130790,Koramangala,Bakery,Burgers,"Chinese, Fast Food, Italian, North Indian",1500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_648, Bangalore",Nandhana Palace,No,Yes,2.1,145,080-4821097,Marathahalli,Pub,Biryani,"Thai, Mexican",2000.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_415, Bangalore",Pizza Hut,No,Yes,4.2,1218,080-5597569,HSR Layout,Bar,Pizza,"Desserts, Thai",1500.0,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_353, Bangalore",Resto_353,Yes,No,3.7,2111,080-9087731,Marathahalli,Bakery,Pizza,"Mexican, Chinese, Italian, North Indian",,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_553, Bangalore",Resto_553,No,Yes,4.3,422,080-4224201,Jayanagar,Cafe,Pasta,"South Indian, Italian, Chinese, Desserts, Beverages",200.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_802, Bangalore",Onesta,Yes,No,2.1,2062,080-3562057,HSR Layout,Bar,Sushi,"Thai, North Indian",3000.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_378, Bangalore",Resto_378,Yes,No,2.4,1836,080-8684648,Jayanagar,Pub,Sushi,"Chinese, North Indian, Mexican",2000.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_364, Bangalore",Leon Grill,Yes,Yes,2.3,963,080-2847722,Marathahalli,Pub,Sushi,"Thai, Mexican, Italian, Fast Food, Beverages",1200.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_304, Bangalore",Empire Restaurant,Yes,No,3.9,2703,080-7484783,JP Nagar,Bar,Burgers,North Indian,,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_488, Bangalore",McDonald's,Yes,No,3.5,2636,080-4360587,Indiranagar,Bar,Sushi,"Italian, Chinese, Beverages",400.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_164, Bangalore",Resto_164,Yes,Yes,2.9,2864,080-2307594,HSR Layout,Bakery,Pasta,Chinese,200.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_68, Bangalore",Onesta,No,Yes,2.9,607,080-9901266,Indiranagar,Cafe,Dosa,"Fast Food, Beverages, Thai",,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_814, Bangalore",Onesta,Yes,Yes,4.9,1484,080-6700506,Marathahalli,Pub,Pizza,"South Indian, Desserts, North Indian, Italian, Thai",3000.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_499, Bangalore",Resto_499,No,Yes,2.4,2745,080-5683223,Marathahalli,Bakery,Pasta,"Chinese, Fast Food, Italian, Thai",2000.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_637, Bangalore",Resto_637,Yes,Yes,4.2,985,080-9270565,Jayanagar,Pub,Sushi,"Italian, Desserts, Beverages, South Indian, Mexican",400.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_58, Bangalore",Resto_58,No,Yes,4.5,436,080-1822825,HSR Layout,Bakery,Salad,"Thai, Continental, Beverages, North Indian, Fast Food",1500.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_368, Bangalore",Empire Restaurant,No,Yes,,1927,080-1208423,Koramangala,Bakery,Steak,"Mexican, Desserts, Chinese, Italian, Fast Food",800.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_940, Bangalore",Resto_940,Yes,No,3.8,1823,080-7300282,Whitefield,Quick Service Restaurant,Salad,"Fast Food, Italian, North Indian",800.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_889, Bangalore",Leon Grill,No,No,2.0,930,080-7975966,Marathahalli,Quick Service Restaurant,Biryani,"Mexican, Desserts, Beverages, South Indian",800.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_966, Bangalore",Empire Restaurant,No,No,2.5,2448,080-8653803,MG Road,Bar,Pizza,"Fast Food, Mexican, Continental, Beverages, Desserts",3000.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_169, Bangalore",Leon Grill,No,No,4.0,1929,080-7676912,Indiranagar,Casual Dining,Dosa,"Chinese, North Indian, Continental, Fast Food, Beverages",200.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_840, Bangalore",KFC,No,Yes,,952,080-7640569,Jayanagar,Bar,Biryani,"Beverages, Thai",1200.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_710, Bangalore",Leon Grill,Yes,Yes,2.2,967,080-7279004,HSR Layout,Bakery,Biryani,Italian,600.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_121, Bangalore",McDonald's,No,Yes,3.0,967,080-9430894,Koramangala,Fine Dining,Dosa,Desserts,1000.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_541, Bangalore",Nandhana Palace,Yes,No,4.3,391,080-7535788,JP Nagar,Fine Dining,Pasta,"Continental, Beverages, Fast Food, Desserts, North Indian",200.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_244, Bangalore",McDonald's,Yes,No,4.5,583,080-1912484,Jayanagar,Cafe,Salad,"Fast Food, Continental",800.0,Sample Review Text...,2,Pubs and bars,Bengaluru,1,2,1-2 Cuisines
"Address_124, Bangalore",Onesta,Yes,No,3.2,2309,080-2225232,Koramangala,Pub,Biryani,"Continental, North Indian, Mexican, South Indian",200.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_772, Bangalore",KFC,No,No,3.6,2498,080-1687389,Marathahalli,Cafe,Steak,Thai,,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_233, Bangalore",Resto_233,No,Yes,4.0,2301,080-7502088,HSR Layout,Fine Dining,Steak,"Mexican, Italian, Continental, Thai, Fast Food",200.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_447, Bangalore",Leon Grill,No,Yes,2.1,2627,080-6105693,Jayanagar,Pub,Sushi,Beverages,1000.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_846, Bangalore",Empire Restaurant,No,No,3.6,653,080-8004270,Indiranagar,Casual Dining,Biryani,"Italian, Fast Food, Mexican",1200.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_429, Bangalore",Pizza Hut,No,Yes,3.6,2466,080-4493397,MG Road,Casual Dining,Pasta,"Continental, South Indian, Italian, Mexican",1500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_154, Bangalore",Resto_154,No,Yes,4.5,2528,080-6123426,Jayanagar,Bar,Pizza,"Fast Food, Chinese, South Indian",1200.0,Sample Review Text...,3,Dine-out,Bengaluru,1,3,3+ Cuisines
"Address_665, Bangalore",Resto_665,Yes,No,3.8,1838,080-5366756,MG Road,Cafe,Dosa,"South Indian, Beverages, Italian, Mexican, Desserts",3000.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_905, Bangalore",McDonald's,Yes,No,2.2,128,080-6428764,Whitefield,Bakery,Salad,"Desserts, Fast Food",1500.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_719, Bangalore",Onesta,No,No,3.3,2528,080-2696557,HSR Layout,Bar,Steak,"Fast Food, Desserts, North Indian, Beverages, South Indian",1200.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_442, Bangalore",Resto_442,Yes,Yes,2.8,2772,080-4759700,Jayanagar,Cafe,Salad,"North Indian, Chinese, Thai, Italian, Fast Food",3000.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_841, Bangalore",Onesta,Yes,No,2.1,2415,080-2352703,Koramangala,Cafe,Sushi,"Fast Food, Desserts",200.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_985, Bangalore",Leon Grill,Yes,Yes,3.2,1870,080-1271225,Koramangala,Pub,Pasta,"Beverages, Continental, Italian, Desserts, Fast Food",3000.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_433, Bangalore",Burger King,No,Yes,4.1,1037,080-4056945,JP Nagar,Quick Service Restaurant,Steak,"Chinese, Beverages, North Indian, Desserts, Thai",2000.0,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_624, Bangalore",Nandhana Palace,No,No,4.1,2235,080-6599209,Whitefield,Fine Dining,Salad,"Continental, Thai, Desserts, North Indian",1200.0,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_387, Bangalore",Resto_387,Yes,Yes,4.5,2805,080-9693462,Whitefield,Quick Service Restaurant,Dosa,"Chinese, Beverages, Thai",600.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,1,3,3+ Cuisines
"Address_485, Bangalore",McDonald's,No,No,4.1,2152,080-4476232,Marathahalli,Fine Dining,Burgers,"Desserts, Continental, Mexican, Thai",3000.0,Sample Review Text...,4,Dine-out,Bengaluru,1,4,3+ Cuisines
"Address_203, Bangalore",Resto_203,No,Yes,3.5,2329,080-1848243,Koramangala,Cafe,Sushi,"Italian, North Indian",800.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_711, Bangalore",Resto_711,Yes,No,3.1,870,080-3240199,Marathahalli,Fine Dining,Steak,"Desserts, Italian, Chinese, Beverages",600.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_627, Bangalore",Resto_627,No,No,4.8,2043,080-3728089,Jayanagar,Bakery,Dosa,"Beverages, Continental",3000.0,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_319, Bangalore",Empire Restaurant,Yes,No,2.5,1164,080-7357547,Jayanagar,Bakery,Pizza,"Thai, North Indian, Chinese, Mexican, South Indian",1200.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_952, Bangalore",McDonald's,No,Yes,4.3,2953,080-8882473,JP Nagar,Quick Service Restaurant,Steak,"South Indian, Continental, Italian, Mexican, Thai",200.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_125, Bangalore",Resto_125,Yes,Yes,2.2,1933,080-7333337,Koramangala,Quick Service Restaurant,Steak,"South Indian, Fast Food, Mexican, Beverages",1500.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
